店舗ID,店舗名,部門ID,部門名,日付,売上金額,客数,個数
S001,東京本店,D001,食品,2025-02-15,313959,132,483
S001,東京本店,D002,飲料,2025-02-15,290270,187,467
S001,東京本店,D003,菓子,2025-02-15,516836,75,548
S001,東京本店,D004,日用品,2025-02-15,373509,97,372
S001,東京本店,D005,衣類,2025-02-15,355229,162,588
S001,東京本店,D006,化粧品,2025-02-15,353677,176,485
S001,東京本店,D007,文具,2025-02-15,321366,79,461
S001,東京本店,D008,家電,2025-02-15,449725,146,579
S001,東京本店,D009,玩具,2025-02-15,406164,197,472
S001,東京本店,D010,雑貨,2025-02-15,625949,161,532
S002,大阪支店,D001,食品,2025-02-15,420323,154,389
S002,大阪支店,D002,飲料,2025-02-15,335981,143,487
S002,大阪支店,D003,菓子,2025-02-15,496364,194,574
S002,大阪支店,D004,日用品,2025-02-15,375227,148,448
S002,大阪支店,D005,衣類,2025-02-15,375530,117,488
S002,大阪支店,D006,化粧品,2025-02-15,356728,160,483
S002,大阪支店,D007,文具,2025-02-15,265485,132,408
S002,大阪支店,D008,家電,2025-02-15,449279,99,489
S002,大阪支店,D009,玩具,2025-02-15,306179,147,365
S002,大阪支店,D010,雑貨,2025-02-15,418499,130,520
S003,名古屋支店,D001,食品,2025-02-15,421183,74,554
S003,名古屋支店,D002,飲料,2025-02-15,510621,140,485
S003,名古屋支店,D003,菓子,2025-02-15,314206,112,403
S003,名古屋支店,D004,日用品,2025-02-15,363227,135,484
S003,名古屋支店,D005,衣類,2025-02-15,405833,155,436
S003,名古屋支店,D006,化粧品,2025-02-15,300989,128,527
S003,名古屋支店,D007,文具,2025-02-15,491012,124,499
S003,名古屋支店,D008,家電,2025-02-15,467275,224,588
S003,名古屋支店,D009,玩具,2025-02-15,503938,129,500
S003,名古屋支店,D010,雑貨,2025-02-15,269869,134,435
S004,福岡支店,D001,食品,2025-02-15,427124,91,536
S004,福岡支店,D002,飲料,2025-02-15,209236,139,500
S004,福岡支店,D003,菓子,2025-02-15,288363,158,465
S004,福岡支店,D004,日用品,2025-02-15,194749,108,321
S004,福岡支店,D005,衣類,2025-02-15,387495,130,439
S004,福岡支店,D006,化粧品,2025-02-15,237526,161,393
S004,福岡支店,D007,文具,2025-02-15,313986,193,454
S004,福岡支店,D008,家電,2025-02-15,186124,164,330
S004,福岡支店,D009,玩具,2025-02-15,158610,97,384
S004,福岡支店,D010,雑貨,2025-02-15,358944,160,535
S005,札幌支店,D001,食品,2025-02-15,292713,111,394
S005,札幌支店,D002,飲料,2025-02-15,361845,116,417
S005,札幌支店,D003,菓子,2025-02-15,295492,123,368
S005,札幌支店,D004,日用品,2025-02-15,344235,135,424
S005,札幌支店,D005,衣類,2025-02-15,356207,99,465
S005,札幌支店,D006,化粧品,2025-02-15,391932,129,527
S005,札幌支店,D007,文具,2025-02-15,281065,118,345
S005,札幌支店,D008,家電,2025-02-15,431615,215,426
S005,札幌支店,D009,玩具,2025-02-15,273500,203,336
S005,札幌支店,D010,雑貨,2025-02-15,357496,151,470
S001,東京本店,D001,食品,2025-02-16,405135,221,502
S001,東京本店,D002,飲料,2025-02-16,296308,212,465
S001,東京本店,D003,菓子,2025-02-16,334291,165,466
S001,東京本店,D004,日用品,2025-02-16,269101,174,414
S001,東京本店,D005,衣類,2025-02-16,234453,162,493
S001,東京本店,D006,化粧品,2025-02-16,124213,156,357
S001,東京本店,D007,文具,2025-02-16,357776,199,478
S001,東京本店,D008,家電,2025-02-16,346356,142,472
S001,東京本店,D009,玩具,2025-02-16,320344,215,488
S001,東京本店,D010,雑貨,2025-02-16,391175,128,475
S002,大阪支店,D001,食品,2025-02-16,230431,137,487
S002,大阪支店,D002,飲料,2025-02-16,319262,136,423
S002,大阪支店,D003,菓子,2025-02-16,377391,124,463
S002,大阪支店,D004,日用品,2025-02-16,292686,176,452
S002,大阪支店,D005,衣類,2025-02-16,483798,117,473
S002,大阪支店,D006,化粧品,2025-02-16,349881,98,555
S002,大阪支店,D007,文具,2025-02-16,314106,151,475
S002,大阪支店,D008,家電,2025-02-16,425866,104,460
S002,大阪支店,D009,玩具,2025-02-16,428998,128,464
S002,大阪支店,D010,雑貨,2025-02-16,296502,191,401
S003,名古屋支店,D001,食品,2025-02-16,285607,157,330
S003,名古屋支店,D002,飲料,2025-02-16,232251,135,385
S003,名古屋支店,D003,菓子,2025-02-16,272649,100,401
S003,名古屋支店,D004,日用品,2025-02-16,323011,131,502
S003,名古屋支店,D005,衣類,2025-02-16,350590,155,454
S003,名古屋支店,D006,化粧品,2025-02-16,326297,131,384
S003,名古屋支店,D007,文具,2025-02-16,444143,170,578
S003,名古屋支店,D008,家電,2025-02-16,295238,100,394
S003,名古屋支店,D009,玩具,2025-02-16,278960,181,430
S003,名古屋支店,D010,雑貨,2025-02-16,237063,136,421
S004,福岡支店,D001,食品,2025-02-16,444966,162,488
S004,福岡支店,D002,飲料,2025-02-16,305615,130,403
S004,福岡支店,D003,菓子,2025-02-16,430283,178,488
S004,福岡支店,D004,日用品,2025-02-16,265497,213,471
S004,福岡支店,D005,衣類,2025-02-16,238474,150,424
S004,福岡支店,D006,化粧品,2025-02-16,350136,157,460
S004,福岡支店,D007,文具,2025-02-16,405231,151,514
S004,福岡支店,D008,家電,2025-02-16,218245,184,434
S004,福岡支店,D009,玩具,2025-02-16,241125,206,354
S004,福岡支店,D010,雑貨,2025-02-16,476381,162,627
S005,札幌支店,D001,食品,2025-02-16,375627,147,495
S005,札幌支店,D002,飲料,2025-02-16,210526,140,500
S005,札幌支店,D003,菓子,2025-02-16,328093,175,455
S005,札幌支店,D004,日用品,2025-02-16,488244,162,582
S005,札幌支店,D005,衣類,2025-02-16,440811,144,450
S005,札幌支店,D006,化粧品,2025-02-16,204269,179,294
S005,札幌支店,D007,文具,2025-02-16,237061,142,359
S005,札幌支店,D008,家電,2025-02-16,259548,116,367
S005,札幌支店,D009,玩具,2025-02-16,229903,193,425
S005,札幌支店,D010,雑貨,2025-02-16,388051,108,501
S001,東京本店,D001,食品,2025-02-17,168839,72,286
S001,東京本店,D002,飲料,2025-02-17,182812,90,438
S001,東京本店,D003,菓子,2025-02-17,183539,98,299
S001,東京本店,D004,日用品,2025-02-17,117081,78,261
S001,東京本店,D005,衣類,2025-02-17,171412,78,326
S001,東京本店,D006,化粧品,2025-02-17,170371,124,284
S001,東京本店,D007,文具,2025-02-17,156411,88,336
S001,東京本店,D008,家電,2025-02-17,144447,82,250
S001,東京本店,D009,玩具,2025-02-17,105150,87,239
S001,東京本店,D010,雑貨,2025-02-17,149361,104,325
S002,大阪支店,D001,食品,2025-02-17,134928,105,350
S002,大阪支店,D002,飲料,2025-02-17,136863,94,306
S002,大阪支店,D003,菓子,2025-02-17,127027,89,307
S002,大阪支店,D004,日用品,2025-02-17,193140,90,437
S002,大阪支店,D005,衣類,2025-02-17,157916,82,341
S002,大阪支店,D006,化粧品,2025-02-17,106743,99,304
S002,大阪支店,D007,文具,2025-02-17,135294,119,294
S002,大阪支店,D008,家電,2025-02-17,169625,83,310
S002,大阪支店,D009,玩具,2025-02-17,116775,136,292
S002,大阪支店,D010,雑貨,2025-02-17,99388,92,202
S003,名古屋支店,D001,食品,2025-02-17,111386,169,320
S003,名古屋支店,D002,飲料,2025-02-17,180362,59,343
S003,名古屋支店,D003,菓子,2025-02-17,146431,89,242
S003,名古屋支店,D004,日用品,2025-02-17,147940,98,330
S003,名古屋支店,D005,衣類,2025-02-17,112384,97,315
S003,名古屋支店,D006,化粧品,2025-02-17,115006,105,275
S003,名古屋支店,D007,文具,2025-02-17,127868,109,277
S003,名古屋支店,D008,家電,2025-02-17,144328,86,318
S003,名古屋支店,D009,玩具,2025-02-17,106260,103,317
S003,名古屋支店,D010,雑貨,2025-02-17,191887,99,329
S004,福岡支店,D001,食品,2025-02-17,214845,117,302
S004,福岡支店,D002,飲料,2025-02-17,111024,68,239
S004,福岡支店,D003,菓子,2025-02-17,135258,87,248
S004,福岡支店,D004,日用品,2025-02-17,139353,99,257
S004,福岡支店,D005,衣類,2025-02-17,197038,104,347
S004,福岡支店,D006,化粧品,2025-02-17,131038,67,292
S004,福岡支店,D007,文具,2025-02-17,149669,110,271
S004,福岡支店,D008,家電,2025-02-17,132193,81,314
S004,福岡支店,D009,玩具,2025-02-17,173520,92,288
S004,福岡支店,D010,雑貨,2025-02-17,158111,114,282
S005,札幌支店,D001,食品,2025-02-17,113091,105,223
S005,札幌支店,D002,飲料,2025-02-17,120113,80,281
S005,札幌支店,D003,菓子,2025-02-17,116765,114,194
S005,札幌支店,D004,日用品,2025-02-17,204227,118,311
S005,札幌支店,D005,衣類,2025-02-17,157883,108,290
S005,札幌支店,D006,化粧品,2025-02-17,140945,109,285
S005,札幌支店,D007,文具,2025-02-17,199787,100,328
S005,札幌支店,D008,家電,2025-02-17,135626,109,252
S005,札幌支店,D009,玩具,2025-02-17,130604,109,261
S005,札幌支店,D010,雑貨,2025-02-17,76564,92,226
S001,東京本店,D001,食品,2025-02-18,235905,110,368
S001,東京本店,D002,飲料,2025-02-18,230838,147,378
S001,東京本店,D003,菓子,2025-02-18,170500,133,352
S001,東京本店,D004,日用品,2025-02-18,134339,98,322
S001,東京本店,D005,衣類,2025-02-18,118300,111,301
S001,東京本店,D006,化粧品,2025-02-18,105877,105,326
S001,東京本店,D007,文具,2025-02-18,79202,105,214
S001,東京本店,D008,家電,2025-02-18,82734,95,199
S001,東京本店,D009,玩具,2025-02-18,168634,49,343
S001,東京本店,D010,雑貨,2025-02-18,160988,103,368
S002,大阪支店,D001,食品,2025-02-18,155548,91,281
S002,大阪支店,D002,飲料,2025-02-18,171604,119,320
S002,大阪支店,D003,菓子,2025-02-18,141322,84,245
S002,大阪支店,D004,日用品,2025-02-18,196152,94,362
S002,大阪支店,D005,衣類,2025-02-18,136839,80,266
S002,大阪支店,D006,化粧品,2025-02-18,182801,109,378
S002,大阪支店,D007,文具,2025-02-18,131682,102,289
S002,大阪支店,D008,家電,2025-02-18,106846,79,237
S002,大阪支店,D009,玩具,2025-02-18,276824,96,396
S002,大阪支店,D010,雑貨,2025-02-18,144157,110,292
S003,名古屋支店,D001,食品,2025-02-18,158894,97,336
S003,名古屋支店,D002,飲料,2025-02-18,135657,118,256
S003,名古屋支店,D003,菓子,2025-02-18,210629,94,309
S003,名古屋支店,D004,日用品,2025-02-18,161520,87,333
S003,名古屋支店,D005,衣類,2025-02-18,123381,68,341
S003,名古屋支店,D006,化粧品,2025-02-18,122582,82,312
S003,名古屋支店,D007,文具,2025-02-18,121114,60,299
S003,名古屋支店,D008,家電,2025-02-18,137876,87,246
S003,名古屋支店,D009,玩具,2025-02-18,114819,88,271
S003,名古屋支店,D010,雑貨,2025-02-18,98614,115,267
S004,福岡支店,D001,食品,2025-02-18,109802,119,225
S004,福岡支店,D002,飲料,2025-02-18,166399,74,300
S004,福岡支店,D003,菓子,2025-02-18,117489,70,256
S004,福岡支店,D004,日用品,2025-02-18,133646,93,359
S004,福岡支店,D005,衣類,2025-02-18,115103,99,241
S004,福岡支店,D006,化粧品,2025-02-18,178055,105,349
S004,福岡支店,D007,文具,2025-02-18,117401,99,338
S004,福岡支店,D008,家電,2025-02-18,133552,100,226
S004,福岡支店,D009,玩具,2025-02-18,149596,102,278
S004,福岡支店,D010,雑貨,2025-02-18,167294,109,295
S005,札幌支店,D001,食品,2025-02-18,234609,111,335
S005,札幌支店,D002,飲料,2025-02-18,161856,76,334
S005,札幌支店,D003,菓子,2025-02-18,60565,114,239
S005,札幌支店,D004,日用品,2025-02-18,128138,75,255
S005,札幌支店,D005,衣類,2025-02-18,157500,118,297
S005,札幌支店,D006,化粧品,2025-02-18,203031,104,417
S005,札幌支店,D007,文具,2025-02-18,148525,100,307
S005,札幌支店,D008,家電,2025-02-18,163949,105,383
S005,札幌支店,D009,玩具,2025-02-18,73259,132,280
S005,札幌支店,D010,雑貨,2025-02-18,137256,107,280
S001,東京本店,D001,食品,2025-02-19,100120,101,309
S001,東京本店,D002,飲料,2025-02-19,190228,83,329
S001,東京本店,D003,菓子,2025-02-19,181858,107,249
S001,東京本店,D004,日用品,2025-02-19,120232,76,274
S001,東京本店,D005,衣類,2025-02-19,186888,72,338
S001,東京本店,D006,化粧品,2025-02-19,149255,140,346
S001,東京本店,D007,文具,2025-02-19,117498,125,255
S001,東京本店,D008,家電,2025-02-19,144686,89,338
S001,東京本店,D009,玩具,2025-02-19,174797,58,357
S001,東京本店,D010,雑貨,2025-02-19,199705,87,297
S002,大阪支店,D001,食品,2025-02-19,135236,132,250
S002,大阪支店,D002,飲料,2025-02-19,96262,92,221
S002,大阪支店,D003,菓子,2025-02-19,123495,126,287
S002,大阪支店,D004,日用品,2025-02-19,135295,123,329
S002,大阪支店,D005,衣類,2025-02-19,131057,120,304
S002,大阪支店,D006,化粧品,2025-02-19,193444,104,293
S002,大阪支店,D007,文具,2025-02-19,115299,107,250
S002,大阪支店,D008,家電,2025-02-19,97713,115,261
S002,大阪支店,D009,玩具,2025-02-19,147278,88,296
S002,大阪支店,D010,雑貨,2025-02-19,147326,116,252
S003,名古屋支店,D001,食品,2025-02-19,74120,108,264
S003,名古屋支店,D002,飲料,2025-02-19,108359,100,279
S003,名古屋支店,D003,菓子,2025-02-19,187519,97,345
S003,名古屋支店,D004,日用品,2025-02-19,135589,128,299
S003,名古屋支店,D005,衣類,2025-02-19,74620,95,204
S003,名古屋支店,D006,化粧品,2025-02-19,176132,122,287
S003,名古屋支店,D007,文具,2025-02-19,164908,70,296
S003,名古屋支店,D008,家電,2025-02-19,138926,99,271
S003,名古屋支店,D009,玩具,2025-02-19,110488,70,236
S003,名古屋支店,D010,雑貨,2025-02-19,174769,71,363
S004,福岡支店,D001,食品,2025-02-19,105265,91,244
S004,福岡支店,D002,飲料,2025-02-19,149404,105,292
S004,福岡支店,D003,菓子,2025-02-19,105791,85,272
S004,福岡支店,D004,日用品,2025-02-19,190506,113,375
S004,福岡支店,D005,衣類,2025-02-19,115862,75,204
S004,福岡支店,D006,化粧品,2025-02-19,213173,102,373
S004,福岡支店,D007,文具,2025-02-19,189721,89,369
S004,福岡支店,D008,家電,2025-02-19,138914,92,300
S004,福岡支店,D009,玩具,2025-02-19,149853,105,300
S004,福岡支店,D010,雑貨,2025-02-19,231209,71,345
S005,札幌支店,D001,食品,2025-02-19,167138,110,269
S005,札幌支店,D002,飲料,2025-02-19,92985,89,218
S005,札幌支店,D003,菓子,2025-02-19,143524,75,370
S005,札幌支店,D004,日用品,2025-02-19,148013,122,294
S005,札幌支店,D005,衣類,2025-02-19,186207,106,361
S005,札幌支店,D006,化粧品,2025-02-19,127236,109,240
S005,札幌支店,D007,文具,2025-02-19,131020,97,378
S005,札幌支店,D008,家電,2025-02-19,208317,108,397
S005,札幌支店,D009,玩具,2025-02-19,154708,94,308
S005,札幌支店,D010,雑貨,2025-02-19,143998,83,311
S001,東京本店,D001,食品,2025-02-20,151474,105,369
S001,東京本店,D002,飲料,2025-02-20,124822,109,269
S001,東京本店,D003,菓子,2025-02-20,209237,99,343
S001,東京本店,D004,日用品,2025-02-20,142195,124,332
S001,東京本店,D005,衣類,2025-02-20,154953,127,312
S001,東京本店,D006,化粧品,2025-02-20,82192,96,224
S001,東京本店,D007,文具,2025-02-20,178771,81,285
S001,東京本店,D008,家電,2025-02-20,109194,101,291
S001,東京本店,D009,玩具,2025-02-20,152931,104,281
S001,東京本店,D010,雑貨,2025-02-20,137239,95,368
S002,大阪支店,D001,食品,2025-02-20,193387,93,356
S002,大阪支店,D002,飲料,2025-02-20,143871,76,309
S002,大阪支店,D003,菓子,2025-02-20,212750,97,382
S002,大阪支店,D004,日用品,2025-02-20,136320,99,282
S002,大阪支店,D005,衣類,2025-02-20,163018,106,310
S002,大阪支店,D006,化粧品,2025-02-20,208465,102,386
S002,大阪支店,D007,文具,2025-02-20,149788,108,246
S002,大阪支店,D008,家電,2025-02-20,129443,122,311
S002,大阪支店,D009,玩具,2025-02-20,150240,71,294
S002,大阪支店,D010,雑貨,2025-02-20,135224,64,275
S003,名古屋支店,D001,食品,2025-02-20,111134,87,188
S003,名古屋支店,D002,飲料,2025-02-20,143986,89,308
S003,名古屋支店,D003,菓子,2025-02-20,154298,139,331
S003,名古屋支店,D004,日用品,2025-02-20,172372,97,265
S003,名古屋支店,D005,衣類,2025-02-20,132013,83,350
S003,名古屋支店,D006,化粧品,2025-02-20,159852,89,274
S003,名古屋支店,D007,文具,2025-02-20,201279,107,332
S003,名古屋支店,D008,家電,2025-02-20,117984,75,325
S003,名古屋支店,D009,玩具,2025-02-20,138070,142,241
S003,名古屋支店,D010,雑貨,2025-02-20,62780,102,173
S004,福岡支店,D001,食品,2025-02-20,199429,104,254
S004,福岡支店,D002,飲料,2025-02-20,113641,98,257
S004,福岡支店,D003,菓子,2025-02-20,216890,84,311
S004,福岡支店,D004,日用品,2025-02-20,252998,83,398
S004,福岡支店,D005,衣類,2025-02-20,161951,83,278
S004,福岡支店,D006,化粧品,2025-02-20,109563,119,286
S004,福岡支店,D007,文具,2025-02-20,202349,116,309
S004,福岡支店,D008,家電,2025-02-20,147098,109,333
S004,福岡支店,D009,玩具,2025-02-20,124389,124,275
S004,福岡支店,D010,雑貨,2025-02-20,160780,141,303
S005,札幌支店,D001,食品,2025-02-20,157117,93,325
S005,札幌支店,D002,飲料,2025-02-20,98848,140,305
S005,札幌支店,D003,菓子,2025-02-20,196825,95,320
S005,札幌支店,D004,日用品,2025-02-20,140268,124,335
S005,札幌支店,D005,衣類,2025-02-20,204409,102,387
S005,札幌支店,D006,化粧品,2025-02-20,175874,98,317
S005,札幌支店,D007,文具,2025-02-20,114974,60,291
S005,札幌支店,D008,家電,2025-02-20,89512,88,236
S005,札幌支店,D009,玩具,2025-02-20,94811,86,203
S005,札幌支店,D010,雑貨,2025-02-20,161699,112,300
S001,東京本店,D001,食品,2025-02-21,190203,103,332
S001,東京本店,D002,飲料,2025-02-21,150769,95,276
S001,東京本店,D003,菓子,2025-02-21,189769,116,330
S001,東京本店,D004,日用品,2025-02-21,101960,99,268
S001,東京本店,D005,衣類,2025-02-21,107696,85,236
S001,東京本店,D006,化粧品,2025-02-21,212037,133,334
S001,東京本店,D007,文具,2025-02-21,188579,140,303
S001,東京本店,D008,家電,2025-02-21,214081,74,306
S001,東京本店,D009,玩具,2025-02-21,164508,101,306
S001,東京本店,D010,雑貨,2025-02-21,102237,54,244
S002,大阪支店,D001,食品,2025-02-21,149557,86,318
S002,大阪支店,D002,飲料,2025-02-21,141386,118,302
S002,大阪支店,D003,菓子,2025-02-21,115027,112,240
S002,大阪支店,D004,日用品,2025-02-21,146477,108,351
S002,大阪支店,D005,衣類,2025-02-21,166751,104,363
S002,大阪支店,D006,化粧品,2025-02-21,112966,89,355
S002,大阪支店,D007,文具,2025-02-21,136870,94,311
S002,大阪支店,D008,家電,2025-02-21,103391,122,236
S002,大阪支店,D009,玩具,2025-02-21,152827,114,330
S002,大阪支店,D010,雑貨,2025-02-21,143808,124,216
S003,名古屋支店,D001,食品,2025-02-21,122632,49,310
S003,名古屋支店,D002,飲料,2025-02-21,134361,101,258
S003,名古屋支店,D003,菓子,2025-02-21,167907,105,300
S003,名古屋支店,D004,日用品,2025-02-21,163263,105,353
S003,名古屋支店,D005,衣類,2025-02-21,150257,72,290
S003,名古屋支店,D006,化粧品,2025-02-21,195967,102,284
S003,名古屋支店,D007,文具,2025-02-21,175656,118,343
S003,名古屋支店,D008,家電,2025-02-21,112600,91,285
S003,名古屋支店,D009,玩具,2025-02-21,204460,86,334
S003,名古屋支店,D010,雑貨,2025-02-21,186155,136,342
S004,福岡支店,D001,食品,2025-02-21,123392,95,322
S004,福岡支店,D002,飲料,2025-02-21,162651,101,327
S004,福岡支店,D003,菓子,2025-02-21,93048,79,193
S004,福岡支店,D004,日用品,2025-02-21,188585,139,254
S004,福岡支店,D005,衣類,2025-02-21,111031,68,238
S004,福岡支店,D006,化粧品,2025-02-21,197336,91,286
S004,福岡支店,D007,文具,2025-02-21,136526,125,367
S004,福岡支店,D008,家電,2025-02-21,91936,111,320
S004,福岡支店,D009,玩具,2025-02-21,204817,122,339
S004,福岡支店,D010,雑貨,2025-02-21,81625,119,254
S005,札幌支店,D001,食品,2025-02-21,95128,76,209
S005,札幌支店,D002,飲料,2025-02-21,204349,123,314
S005,札幌支店,D003,菓子,2025-02-21,139692,60,286
S005,札幌支店,D004,日用品,2025-02-21,173290,95,385
S005,札幌支店,D005,衣類,2025-02-21,196116,114,284
S005,札幌支店,D006,化粧品,2025-02-21,72936,75,184
S005,札幌支店,D007,文具,2025-02-21,171963,116,305
S005,札幌支店,D008,家電,2025-02-21,152370,104,313
S005,札幌支店,D009,玩具,2025-02-21,191993,112,331
S005,札幌支店,D010,雑貨,2025-02-21,129992,94,309
S001,東京本店,D001,食品,2025-02-22,367634,120,471
S001,東京本店,D002,飲料,2025-02-22,433941,98,545
S001,東京本店,D003,菓子,2025-02-22,357999,119,485
S001,東京本店,D004,日用品,2025-02-22,296074,186,489
S001,東京本店,D005,衣類,2025-02-22,420267,180,569
S001,東京本店,D006,化粧品,2025-02-22,475803,145,539
S001,東京本店,D007,文具,2025-02-22,251858,173,359
S001,東京本店,D008,家電,2025-02-22,271343,165,555
S001,東京本店,D009,玩具,2025-02-22,378517,147,507
S001,東京本店,D010,雑貨,2025-02-22,326111,139,453
S002,大阪支店,D001,食品,2025-02-22,282056,102,358
S002,大阪支店,D002,飲料,2025-02-22,377781,151,409
S002,大阪支店,D003,菓子,2025-02-22,278413,168,457
S002,大阪支店,D004,日用品,2025-02-22,402932,151,549
S002,大阪支店,D005,衣類,2025-02-22,373122,166,483
S002,大阪支店,D006,化粧品,2025-02-22,293966,125,494
S002,大阪支店,D007,文具,2025-02-22,464528,168,472
S002,大阪支店,D008,家電,2025-02-22,309980,171,486
S002,大阪支店,D009,玩具,2025-02-22,237033,161,416
S002,大阪支店,D010,雑貨,2025-02-22,283146,134,441
S003,名古屋支店,D001,食品,2025-02-22,288461,126,509
S003,名古屋支店,D002,飲料,2025-02-22,289194,204,343
S003,名古屋支店,D003,菓子,2025-02-22,244292,125,360
S003,名古屋支店,D004,日用品,2025-02-22,392547,82,550
S003,名古屋支店,D005,衣類,2025-02-22,339783,188,507
S003,名古屋支店,D006,化粧品,2025-02-22,373873,168,428
S003,名古屋支店,D007,文具,2025-02-22,498102,165,535
S003,名古屋支店,D008,家電,2025-02-22,375704,163,467
S003,名古屋支店,D009,玩具,2025-02-22,361144,164,395
S003,名古屋支店,D010,雑貨,2025-02-22,463843,142,467
S004,福岡支店,D001,食品,2025-02-22,275125,138,495
S004,福岡支店,D002,飲料,2025-02-22,227081,180,433
S004,福岡支店,D003,菓子,2025-02-22,277233,171,343
S004,福岡支店,D004,日用品,2025-02-22,178218,126,412
S004,福岡支店,D005,衣類,2025-02-22,344000,154,461
S004,福岡支店,D006,化粧品,2025-02-22,267520,226,363
S004,福岡支店,D007,文具,2025-02-22,263336,156,383
S004,福岡支店,D008,家電,2025-02-22,267407,188,370
S004,福岡支店,D009,玩具,2025-02-22,436016,156,525
S004,福岡支店,D010,雑貨,2025-02-22,384680,197,498
S005,札幌支店,D001,食品,2025-02-22,307111,151,405
S005,札幌支店,D002,飲料,2025-02-22,490106,169,499
S005,札幌支店,D003,菓子,2025-02-22,326361,163,402
S005,札幌支店,D004,日用品,2025-02-22,471690,138,515
S005,札幌支店,D005,衣類,2025-02-22,357774,138,473
S005,札幌支店,D006,化粧品,2025-02-22,328732,168,474
S005,札幌支店,D007,文具,2025-02-22,128632,140,221
S005,札幌支店,D008,家電,2025-02-22,369890,182,507
S005,札幌支店,D009,玩具,2025-02-22,374744,131,442
S005,札幌支店,D010,雑貨,2025-02-22,228843,150,339
S001,東京本店,D001,食品,2025-02-23,224941,177,434
S001,東京本店,D002,飲料,2025-02-23,366161,153,556
S001,東京本店,D003,菓子,2025-02-23,334550,170,443
S001,東京本店,D004,日用品,2025-02-23,354646,210,447
S001,東京本店,D005,衣類,2025-02-23,404357,126,527
S001,東京本店,D006,化粧品,2025-02-23,289311,159,507
S001,東京本店,D007,文具,2025-02-23,203243,139,373
S001,東京本店,D008,家電,2025-02-23,516601,109,676
S001,東京本店,D009,玩具,2025-02-23,353800,93,477
S001,東京本店,D010,雑貨,2025-02-23,294830,121,440
S002,大阪支店,D001,食品,2025-02-23,285188,143,472
S002,大阪支店,D002,飲料,2025-02-23,255011,181,373
S002,大阪支店,D003,菓子,2025-02-23,462550,148,549
S002,大阪支店,D004,日用品,2025-02-23,252495,142,421
S002,大阪支店,D005,衣類,2025-02-23,399676,129,409
S002,大阪支店,D006,化粧品,2025-02-23,373072,125,435
S002,大阪支店,D007,文具,2025-02-23,282615,129,352
S002,大阪支店,D008,家電,2025-02-23,163567,145,256
S002,大阪支店,D009,玩具,2025-02-23,415203,115,489
S002,大阪支店,D010,雑貨,2025-02-23,338380,102,366
S003,名古屋支店,D001,食品,2025-02-23,394400,169,505
S003,名古屋支店,D002,飲料,2025-02-23,268972,165,334
S003,名古屋支店,D003,菓子,2025-02-23,485433,152,560
S003,名古屋支店,D004,日用品,2025-02-23,286340,92,331
S003,名古屋支店,D005,衣類,2025-02-23,333158,161,504
S003,名古屋支店,D006,化粧品,2025-02-23,422293,179,478
S003,名古屋支店,D007,文具,2025-02-23,309097,172,472
S003,名古屋支店,D008,家電,2025-02-23,266811,169,455
S003,名古屋支店,D009,玩具,2025-02-23,182588,117,374
S003,名古屋支店,D010,雑貨,2025-02-23,349766,197,500
S004,福岡支店,D001,食品,2025-02-23,278313,115,465
S004,福岡支店,D002,飲料,2025-02-23,439585,166,418
S004,福岡支店,D003,菓子,2025-02-23,193657,145,549
S004,福岡支店,D004,日用品,2025-02-23,318267,165,472
S004,福岡支店,D005,衣類,2025-02-23,310375,190,391
S004,福岡支店,D006,化粧品,2025-02-23,387724,165,550
S004,福岡支店,D007,文具,2025-02-23,345550,193,450
S004,福岡支店,D008,家電,2025-02-23,281045,165,363
S004,福岡支店,D009,玩具,2025-02-23,366744,156,444
S004,福岡支店,D010,雑貨,2025-02-23,228504,113,329
S005,札幌支店,D001,食品,2025-02-23,434905,132,519
S005,札幌支店,D002,飲料,2025-02-23,275933,171,440
S005,札幌支店,D003,菓子,2025-02-23,484029,107,521
S005,札幌支店,D004,日用品,2025-02-23,326140,191,394
S005,札幌支店,D005,衣類,2025-02-23,245170,149,408
S005,札幌支店,D006,化粧品,2025-02-23,330549,163,421
S005,札幌支店,D007,文具,2025-02-23,295249,136,428
S005,札幌支店,D008,家電,2025-02-23,214396,146,322
S005,札幌支店,D009,玩具,2025-02-23,300272,154,477
S005,札幌支店,D010,雑貨,2025-02-23,233733,154,332
S001,東京本店,D001,食品,2025-02-24,172513,109,307
S001,東京本店,D002,飲料,2025-02-24,90936,82,223
S001,東京本店,D003,菓子,2025-02-24,129966,119,299
S001,東京本店,D004,日用品,2025-02-24,150101,101,356
S001,東京本店,D005,衣類,2025-02-24,156370,120,296
S001,東京本店,D006,化粧品,2025-02-24,112882,109,226
S001,東京本店,D007,文具,2025-02-24,163581,113,359
S001,東京本店,D008,家電,2025-02-24,84402,91,276
S001,東京本店,D009,玩具,2025-02-24,130191,103,330
S001,東京本店,D010,雑貨,2025-02-24,171189,56,345
S002,大阪支店,D001,食品,2025-02-24,133554,89,261
S002,大阪支店,D002,飲料,2025-02-24,209839,97,349
S002,大阪支店,D003,菓子,2025-02-24,234569,64,382
S002,大阪支店,D004,日用品,2025-02-24,183705,110,298
S002,大阪支店,D005,衣類,2025-02-24,164215,89,344
S002,大阪支店,D006,化粧品,2025-02-24,186383,160,302
S002,大阪支店,D007,文具,2025-02-24,98084,118,228
